CustomerID,CustomerNumber,FirstName,LastName,FullName,Gender,DateOfBirth,Email,PhoneNumber,AddressLine1,AddressLine2,City,StateProvince,PostalCode,Country,CustomerSegment,CustomerCategory,RegistrationDate,PreferredLanguage,PreferredCurrency,LoyaltyProgramID,LoyaltyPoints,MarketingOptIn,EmailOptIn,SMSOptIn,CustomerStatus
15025,CUST015025,Jessica,Johnson,Jessica Johnson,Female,13-12-1973,jessica.johnson15025@example.com,-7592618,570 Main St,,Berlin,HN,82427,India,Online,Platinum,16-10-2022,English,USD,LP4368,7726,TRUE,TRUE,TRUE,Inactive
15026,CUST015026,Robert,Smith,Robert Smith,Female,21-02-1999,robert.smith15026@example.com,-5429927,650 Main St,,Seattle,IL,30642,China,Retail,Platinum,15-08-2024,Chinese,INR,LP5915,6054,FALSE,FALSE,FALSE,Active
15027,CUST015027,Barbara,Martinez,Barbara Martinez,Female,07-05-1969,barbara.martinez15027@example.com,-6490001,759 Main St,,London,MH,79048,Germany,Online,Gold,14-05-2020,German,INR,LP1663,707,FALSE,FALSE,TRUE,Inactive
15028,CUST015028,Michael,Garcia,Michael Garcia,Male,28-06-1989,michael.garcia15028@example.com,-8616790,934 Main St,,San Francisco,NY,77329,India,Retail,Standard,28-01-2023,Hindi,INR,LP5833,1732,TRUE,TRUE,FALSE,Active
15029,CUST015029,Susan,Brown,Susan Brown,Female,15-09-1996,susan.brown15029@example.com,-7013367,856 Main St,,Chicago,SH,48461,UK,Wholesale,Standard,17-08-2022,Hindi,INR,LP2656,9262,TRUE,FALSE,TRUE,Inactive
15030,CUST015030,Karen,Williams,Karen Williams,Female,07-04-1995,karen.williams15030@example.com,-5618654,663 Main St,,Shanghai,SH,85388,USA,Wholesale,Platinum,17-08-2020,English,CNY,LP5801,8058,FALSE,FALSE,FALSE,Inactive
15031,CUST015031,Thomas,Miller,Thomas Miller,Female,20-07-1991,thomas.miller15031@example.com,-5626958,548 Main St,,Mumbai,CA,88731,Germany,Retail,Standard,05-07-2023,Chinese,USD,LP2351,8420,TRUE,TRUE,TRUE,Active
15032,CUST015032,Robert,Smith,Robert Smith,Male,19-10-2006,robert.smith15032@example.com,-2132892,350 Main St,,Hanoi,HN,49300,India,Retail,Gold,12-11-2021,German,EUR,LP5856,727,TRUE,TRUE,TRUE,Inactive
15033,CUST015033,Jessica,Williams,Jessica Williams,Male,31-10-1960,jessica.williams15033@example.com,-3990251,388 Main St,,Pune,CA,91168,Vietnam,Online,Platinum,09-06-2022,Chinese,USD,LP8725,1206,TRUE,FALSE,FALSE,Active
15034,CUST015034,Richard,Johnson,Richard Johnson,Female,25-04-1966,richard.johnson15034@example.com,-9879677,350 Main St,,New York,NY,61980,Germany,Wholesale,Gold,05-11-2022,English,CNY,LP5567,9916,FALSE,TRUE,TRUE,Inactive
15035,CUST015035,Linda,Jones,Linda Jones,Female,05-11-2004,linda.jones15035@example.com,-1516166,628 Main St,,Seattle,KA,20484,USA,Wholesale,Standard,17-09-2022,Hindi,EUR,LP4522,9429,FALSE,FALSE,TRUE,Active
15036,CUST015036,Richard,Smith,Richard Smith,Male,06-11-1966,richard.smith15036@example.com,-2586443,247 Main St,,Pune,HN,23558,China,Retail,Silver,05-04-2018,Chinese,CNY,LP5039,5009,FALSE,TRUE,TRUE,Inactive
15037,CUST015037,Robert,Garcia,Robert Garcia,Male,29-12-2001,robert.garcia15037@example.com,-9174462,959 Main St,,Seattle,NY,68766,China,Wholesale,Silver,09-08-2023,Chinese,USD,LP4402,3019,TRUE,FALSE,FALSE,Inactive
15038,CUST015038,Charles,Martinez,Charles Martinez,Male,30-04-1963,charles.martinez15038@example.com,-8031380,414 Main St,,Mumbai,KA,64877,India,Corporate,Gold,14-07-2019,German,CNY,LP9940,1007,TRUE,FALSE,TRUE,Inactive
15039,CUST015039,Patricia,Davis,Patricia Davis,Female,16-03-1968,patricia.davis15039@example.com,-9538335,512 Main St,,San Francisco,TX,37578,Vietnam,Online,Standard,28-04-2019,English,CNY,LP4851,3050,FALSE,FALSE,FALSE,Active
15040,CUST015040,Susan,Miller,Susan Miller,Female,06-09-1990,susan.miller15040@example.com,-8569172,43 Main St,,Shanghai,SH,41598,China,Wholesale,Silver,17-01-2022,Hindi,CNY,LP3019,2051,TRUE,FALSE,FALSE,Inactive
15041,CUST015041,Jennifer,Brown,Jennifer Brown,Female,20-03-1985,jennifer.brown15041@example.com,-8455196,757 Main St,,Pune,MH,86994,China,Wholesale,Standard,19-02-2024,German,EUR,LP8339,9822,FALSE,TRUE,FALSE,Inactive
15042,CUST015042,Patricia,Smith,Patricia Smith,Male,08-08-1977,patricia.smith15042@example.com,-2945421,992 Main St,,Seattle,BE,79104,UK,Online,Silver,28-09-2022,Chinese,EUR,LP1260,5450,FALSE,FALSE,FALSE,Inactive
15043,CUST015043,Elizabeth,Martinez,Elizabeth Martinez,Male,28-02-1966,elizabeth.martinez15043@example.com,-2947672,954 Main St,,San Francisco,NY,94598,USA,Corporate,Silver,03-12-2021,German,EUR,LP3267,2744,TRUE,FALSE,FALSE,Inactive
15044,CUST015044,James,Jones,James Jones,Male,05-02-1965,james.jones15044@example.com,-6851235,635 Main St,,Mumbai,IL,49143,Germany,Wholesale,Silver,10-10-2024,English,INR,LP1545,5684,TRUE,FALSE,FALSE,Inactive
15045,CUST015045,Charles,Rodriguez,Charles Rodriguez,Male,29-03-1960,charles.rodriguez15045@example.com,-8514336,350 Main St,,Mumbai,SH,12241,Germany,Retail,Platinum,06-04-2020,Hindi,CNY,LP2704,6574,TRUE,FALSE,TRUE,Inactive
15046,CUST015046,Michael,Smith,Michael Smith,Male,23-11-1974,michael.smith15046@example.com,-6337845,676 Main St,,Pune,TX,44050,UK,Online,Platinum,03-12-2020,Hindi,USD,LP1937,8608,FALSE,TRUE,TRUE,Active
15047,CUST015047,Jessica,Johnson,Jessica Johnson,Male,09-04-2011,jessica.johnson15047@example.com,-6372016,544 Main St,,Hanoi,IL,94386,USA,Corporate,Silver,19-04-2021,Chinese,EUR,LP5046,6412,FALSE,FALSE,TRUE,Inactive
15048,CUST015048,William,Garcia,William Garcia,Female,21-08-2014,william.garcia15048@example.com,-3391195,979 Main St,,Mumbai,MH,67481,China,Wholesale,Gold,12-10-2019,Hindi,CNY,LP4745,9634,TRUE,TRUE,FALSE,Active
15049,CUST015049,Joseph,Smith,Joseph Smith,Male,21-09-1970,joseph.smith15049@example.com,-7504499,939 Main St,,Seattle,CA,65157,India,Wholesale,Silver,09-09-2024,Chinese,EUR,LP2689,2524,FALSE,TRUE,FALSE,Active
15050,CUST015050,David,Martinez,David Martinez,Female,21-11-1985,david.martinez15050@example.com,-6679002,364 Main St,,New York,NY,34403,Germany,Online,Platinum,27-10-2022,Hindi,USD,LP8846,2255,TRUE,TRUE,TRUE,Active
15051,CUST015051,John,Miller,John Miller,Female,23-01-1996,john.miller15051@example.com,-5825731,271 Main St,,London,SH,11111,Vietnam,Retail,Standard,09-01-2022,Hindi,USD,LP7071,8385,TRUE,FALSE,TRUE,Inactive
15052,CUST015052,Elizabeth,Miller,Elizabeth Miller,Female,21-07-1989,elizabeth.miller15052@example.com,-1849084,160 Main St,,Seattle,KA,54513,Germany,Corporate,Gold,02-04-2019,English,INR,LP8886,4698,TRUE,FALSE,FALSE,Active
15053,CUST015053,Joseph,Rodriguez,Joseph Rodriguez,Male,04-04-1987,joseph.rodriguez15053@example.com,-4760156,328 Main St,,Berlin,TX,85157,India,Online,Platinum,27-05-2019,Hindi,INR,LP9997,2912,FALSE,TRUE,TRUE,Inactive
15054,CUST015054,Patricia,Smith,Patricia Smith,Female,08-06-2005,patricia.smith15054@example.com,-7472769,403 Main St,,Seattle,BE,71774,UK,Corporate,Standard,10-11-2018,English,EUR,LP1553,8681,FALSE,TRUE,FALSE,Active
15055,CUST015055,Robert,Davis,Robert Davis,Female,19-10-1963,robert.davis15055@example.com,-1002408,595 Main St,,Shanghai,MH,73846,Vietnam,Online,Standard,15-10-2019,Chinese,EUR,LP9437,384,FALSE,TRUE,FALSE,Inactive
15056,CUST015056,Barbara,Jones,Barbara Jones,Female,10-10-1993,barbara.jones15056@example.com,-2989386,86 Main St,,London,IL,76384,China,Retail,Platinum,09-05-2020,German,USD,LP7654,5811,TRUE,FALSE,FALSE,Inactive
15057,CUST015057,Jennifer,Smith,Jennifer Smith,Male,01-01-1989,jennifer.smith15057@example.com,-7639729,555 Main St,,New York,IL,32177,Germany,Online,Gold,17-07-2021,Hindi,USD,LP2369,3503,FALSE,FALSE,FALSE,Inactive
15058,CUST015058,Jennifer,Miller,Jennifer Miller,Female,02-03-1999,jennifer.miller15058@example.com,-9421575,354 Main St,,London,KA,75944,China,Retail,Silver,11-08-2023,Hindi,CNY,LP2373,2884,FALSE,FALSE,FALSE,Active
15059,CUST015059,Thomas,Smith,Thomas Smith,Male,26-11-1974,thomas.smith15059@example.com,-8358691,91 Main St,,New York,BE,88857,India,Online,Gold,05-09-2019,English,INR,LP7920,5681,FALSE,FALSE,TRUE,Inactive
15060,CUST015060,Jennifer,Miller,Jennifer Miller,Female,27-03-1998,jennifer.miller15060@example.com,-5236329,841 Main St,,Shanghai,WA,25035,UK,Online,Standard,18-09-2023,Hindi,USD,LP7459,4461,FALSE,FALSE,TRUE,Active
15061,CUST015061,David,Rodriguez,David Rodriguez,Female,04-10-1967,david.rodriguez15061@example.com,-1492215,281 Main St,,Hanoi,NY,93052,Germany,Retail,Platinum,07-12-2018,Chinese,EUR,LP8597,3724,TRUE,TRUE,FALSE,Active
15062,CUST015062,Thomas,Rodriguez,Thomas Rodriguez,Female,23-11-2012,thomas.rodriguez15062@example.com,-5665630,167 Main St,,Seattle,BE,45305,Germany,Wholesale,Silver,08-04-2019,English,CNY,LP4477,6825,FALSE,FALSE,TRUE,Active
15063,CUST015063,Elizabeth,Williams,Elizabeth Williams,Female,18-06-1978,elizabeth.williams15063@example.com,-8760518,291 Main St,,Pune,HN,20108,Vietnam,Online,Standard,27-05-2023,Hindi,USD,LP2830,1806,FALSE,FALSE,FALSE,Inactive
15064,CUST015064,Jessica,Johnson,Jessica Johnson,Female,03-09-1994,jessica.johnson15064@example.com,-2314206,798 Main St,,Shanghai,NY,62337,China,Wholesale,Platinum,03-11-2019,Hindi,CNY,LP2368,802,TRUE,FALSE,TRUE,Inactive
15065,CUST015065,Michael,Brown,Michael Brown,Female,09-02-2000,michael.brown15065@example.com,-8913543,274 Main St,,San Francisco,HN,71683,China,Wholesale,Standard,09-02-2018,Chinese,CNY,LP6593,6764,TRUE,FALSE,TRUE,Inactive
15066,CUST015066,Elizabeth,Williams,Elizabeth Williams,Male,30-06-2010,elizabeth.williams15066@example.com,-6930440,697 Main St,,Mumbai,KA,37382,India,Wholesale,Platinum,10-02-2021,English,USD,LP5468,5981,TRUE,TRUE,TRUE,Active
15067,CUST015067,Jennifer,Rodriguez,Jennifer Rodriguez,Female,23-10-1981,jennifer.rodriguez15067@example.com,-5179889,77 Main St,,San Francisco,BE,75037,Germany,Corporate,Standard,22-09-2021,German,CNY,LP8436,3733,TRUE,TRUE,FALSE,Inactive
15068,CUST015068,Linda,Jones,Linda Jones,Male,22-12-1975,linda.jones15068@example.com,-1125395,126 Main St,,Pune,SH,45283,USA,Wholesale,Gold,11-11-2019,Hindi,INR,LP3106,3061,FALSE,FALSE,TRUE,Active
15069,CUST015069,Karen,Smith,Karen Smith,Female,04-07-1978,karen.smith15069@example.com,-5084640,611 Main St,,Shanghai,IL,19937,China,Corporate,Platinum,11-12-2023,German,USD,LP7840,5669,TRUE,TRUE,TRUE,Active
15070,CUST015070,Mary,Miller,Mary Miller,Male,01-06-1979,mary.miller15070@example.com,-8010536,932 Main St,,Seattle,IL,16728,USA,Corporate,Standard,07-09-2019,Hindi,CNY,LP1204,2018,TRUE,TRUE,TRUE,Active
15071,CUST015071,Jennifer,Jones,Jennifer Jones,Female,29-04-1965,jennifer.jones15071@example.com,-1549829,536 Main St,,Pune,WA,99504,China,Online,Silver,24-07-2024,Hindi,EUR,LP3031,5833,TRUE,TRUE,TRUE,Active
15072,CUST015072,William,Rodriguez,William Rodriguez,Male,07-06-2011,william.rodriguez15072@example.com,-4079840,299 Main St,,London,TX,79885,China,Wholesale,Standard,29-05-2023,English,USD,LP2871,9808,FALSE,TRUE,TRUE,Inactive
15073,CUST015073,Jennifer,Martinez,Jennifer Martinez,Male,24-10-1999,jennifer.martinez15073@example.com,-1958817,148 Main St,,New York,TX,79645,USA,Online,Gold,13-06-2022,German,CNY,LP3876,1513,FALSE,TRUE,TRUE,Inactive
15074,CUST015074,William,Williams,William Williams,Male,19-04-2000,william.williams15074@example.com,-8687662,976 Main St,,Mumbai,KA,10240,Germany,Wholesale,Platinum,30-04-2020,Chinese,CNY,LP5884,7724,TRUE,FALSE,TRUE,Active
15075,CUST015075,Elizabeth,Williams,Elizabeth Williams,Female,21-10-1964,elizabeth.williams15075@example.com,-2767744,645 Main St,,Seattle,IL,17077,UK,Retail,Platinum,05-09-2020,Chinese,INR,LP1618,9531,FALSE,TRUE,FALSE,Inactive
15076,CUST015076,David,Garcia,David Garcia,Female,03-07-1997,david.garcia15076@example.com,-6959440,212 Main St,,New York,HN,94827,India,Retail,Gold,28-02-2019,Hindi,EUR,LP9743,3592,TRUE,TRUE,TRUE,Inactive
15077,CUST015077,Sarah,Johnson,Sarah Johnson,Female,07-05-2001,sarah.johnson15077@example.com,-6874413,66 Main St,,Seattle,SH,81843,India,Retail,Gold,25-10-2022,English,USD,LP6422,592,TRUE,FALSE,TRUE,Active
15078,CUST015078,Robert,Davis,Robert Davis,Male,12-06-1966,robert.davis15078@example.com,-2216564,567 Main St,,London,KA,13146,China,Online,Standard,05-03-2022,English,INR,LP8020,999,FALSE,TRUE,FALSE,Inactive
15079,CUST015079,Barbara,Rodriguez,Barbara Rodriguez,Female,27-07-2001,barbara.rodriguez15079@example.com,-2268525,187 Main St,,Mumbai,BE,10357,China,Online,Silver,29-10-2021,English,EUR,LP3543,2377,FALSE,TRUE,FALSE,Active
15080,CUST015080,Susan,Rodriguez,Susan Rodriguez,Male,10-12-2004,susan.rodriguez15080@example.com,-1282685,307 Main St,,London,IL,92484,China,Wholesale,Standard,24-12-2018,German,EUR,LP6535,3719,FALSE,TRUE,FALSE,Inactive
15081,CUST015081,Karen,Rodriguez,Karen Rodriguez,Female,28-01-1983,karen.rodriguez15081@example.com,-2807543,285 Main St,,San Francisco,KA,24112,USA,Wholesale,Silver,09-11-2018,English,CNY,LP4859,7570,FALSE,FALSE,FALSE,Active
15082,CUST015082,John,Rodriguez,John Rodriguez,Male,17-10-2013,john.rodriguez15082@example.com,-4257377,885 Main St,,Mumbai,SH,77559,China,Corporate,Standard,09-12-2020,Hindi,USD,LP9125,3181,TRUE,TRUE,TRUE,Inactive
15083,CUST015083,Thomas,Rodriguez,Thomas Rodriguez,Male,30-12-1970,thomas.rodriguez15083@example.com,-8381734,811 Main St,,Berlin,KA,80504,UK,Online,Platinum,21-10-2019,Hindi,USD,LP2260,5801,TRUE,FALSE,TRUE,Inactive
15084,CUST015084,Karen,Garcia,Karen Garcia,Male,14-10-2011,karen.garcia15084@example.com,-2899893,423 Main St,,New York,HN,89870,India,Online,Platinum,24-06-2023,German,USD,LP7307,3974,TRUE,TRUE,FALSE,Inactive
15085,CUST015085,Charles,Davis,Charles Davis,Female,22-05-2012,charles.davis15085@example.com,-3376548,131 Main St,,Mumbai,MH,73547,Vietnam,Retail,Silver,12-11-2019,German,EUR,LP4369,9953,TRUE,FALSE,FALSE,Active
15086,CUST015086,Michael,Williams,Michael Williams,Female,09-01-1973,michael.williams15086@example.com,-8418796,464 Main St,,New York,NY,31833,China,Wholesale,Platinum,27-02-2024,English,CNY,LP9297,267,FALSE,FALSE,TRUE,Active
15087,CUST015087,Karen,Garcia,Karen Garcia,Male,30-08-1974,karen.garcia15087@example.com,-3568677,53 Main St,,London,KA,98574,China,Wholesale,Silver,22-07-2019,Hindi,EUR,LP8295,3943,FALSE,TRUE,FALSE,Inactive
15088,CUST015088,Charles,Williams,Charles Williams,Female,06-03-1977,charles.williams15088@example.com,-5439084,441 Main St,,Hanoi,HN,13423,China,Online,Standard,05-05-2019,Hindi,EUR,LP7328,9623,FALSE,FALSE,FALSE,Active
15089,CUST015089,Thomas,Martinez,Thomas Martinez,Male,29-05-1984,thomas.martinez15089@example.com,-3865472,79 Main St,,New York,KA,52110,Germany,Retail,Standard,01-12-2023,English,INR,LP3373,3725,TRUE,TRUE,TRUE,Inactive
15090,CUST015090,David,Davis,David Davis,Female,27-02-1987,david.davis15090@example.com,-8661741,646 Main St,,Shanghai,NY,86056,Germany,Wholesale,Gold,23-04-2018,English,EUR,LP6856,3322,TRUE,FALSE,FALSE,Inactive
15091,CUST015091,Susan,Smith,Susan Smith,Female,06-01-1994,susan.smith15091@example.com,-6906357,693 Main St,,Shanghai,CA,51386,Germany,Wholesale,Silver,13-07-2022,English,USD,LP8431,8397,FALSE,TRUE,TRUE,Inactive
15092,CUST015092,Sarah,Miller,Sarah Miller,Female,29-09-2002,sarah.miller15092@example.com,-7199162,101 Main St,,Mumbai,TX,56433,USA,Online,Platinum,20-01-2018,English,CNY,LP7226,6863,FALSE,FALSE,TRUE,Active
15093,CUST015093,Karen,Garcia,Karen Garcia,Male,03-08-1983,karen.garcia15093@example.com,-3991556,501 Main St,,Seattle,SH,17274,USA,Corporate,Silver,16-12-2023,German,INR,LP5167,2035,FALSE,FALSE,FALSE,Active
15094,CUST015094,Jessica,Jones,Jessica Jones,Male,25-02-1999,jessica.jones15094@example.com,-4801167,548 Main St,,New York,IL,53491,UK,Retail,Gold,20-11-2019,Hindi,EUR,LP5042,5852,TRUE,TRUE,FALSE,Inactive
15095,CUST015095,Barbara,Rodriguez,Barbara Rodriguez,Female,10-09-2010,barbara.rodriguez15095@example.com,-1071289,901 Main St,,Seattle,TX,41903,India,Corporate,Standard,17-02-2018,Hindi,CNY,LP6486,3361,TRUE,TRUE,TRUE,Active
15096,CUST015096,Barbara,Miller,Barbara Miller,Female,17-09-1993,barbara.miller15096@example.com,-7063010,210 Main St,,Mumbai,BE,95889,UK,Retail,Standard,12-04-2018,Chinese,EUR,LP1036,4236,TRUE,FALSE,TRUE,Inactive
15097,CUST015097,Richard,Davis,Richard Davis,Male,17-10-1968,richard.davis15097@example.com,-8973625,170 Main St,,Berlin,HN,41290,USA,Online,Platinum,12-12-2020,Hindi,EUR,LP5036,494,TRUE,FALSE,FALSE,Active
15098,CUST015098,Susan,Johnson,Susan Johnson,Male,22-11-1967,susan.johnson15098@example.com,-6323363,710 Main St,,London,IL,54804,India,Retail,Platinum,13-01-2019,English,INR,LP2469,5057,FALSE,FALSE,TRUE,Inactive
15099,CUST015099,Karen,Garcia,Karen Garcia,Female,07-09-1969,karen.garcia15099@example.com,-2105069,667 Main St,,New York,MH,32127,USA,Corporate,Platinum,06-08-2018,Hindi,EUR,LP7407,4121,TRUE,TRUE,TRUE,Active
15100,CUST015100,John,Garcia,John Garcia,Female,14-04-1967,john.garcia15100@example.com,-5574495,86 Main St,,Chicago,NY,22577,USA,Online,Standard,15-12-2018,English,CNY,LP3682,6339,FALSE,FALSE,TRUE,Inactive
15101,CUST015101,John,Johnson,John Johnson,Female,25-04-1969,john.johnson15101@example.com,-2900372,937 Main St,,Mumbai,TX,86582,India,Corporate,Platinum,04-05-2019,English,USD,LP3297,3813,TRUE,TRUE,TRUE,Inactive
15102,CUST015102,William,Davis,William Davis,Female,24-11-2003,william.davis15102@example.com,-3136943,393 Main St,,New York,CA,18072,China,Corporate,Silver,17-02-2018,German,USD,LP7237,9403,TRUE,FALSE,FALSE,Inactive
15103,CUST015103,Patricia,Davis,Patricia Davis,Male,04-09-1977,patricia.davis15103@example.com,-7568448,962 Main St,,San Francisco,TX,77398,UK,Corporate,Platinum,18-02-2019,Chinese,USD,LP2173,3441,FALSE,FALSE,FALSE,Active
15104,CUST015104,John,Garcia,John Garcia,Male,31-12-2006,john.garcia15104@example.com,-2459993,250 Main St,,Berlin,TX,64278,Germany,Corporate,Platinum,08-12-2022,German,CNY,LP7345,373,TRUE,FALSE,FALSE,Inactive
15105,CUST015105,Michael,Rodriguez,Michael Rodriguez,Male,10-09-2008,michael.rodriguez15105@example.com,-5286678,150 Main St,,San Francisco,NY,50115,UK,Corporate,Standard,20-09-2019,Chinese,EUR,LP7596,5789,FALSE,TRUE,TRUE,Inactive
15106,CUST015106,Joseph,Williams,Joseph Williams,Female,09-03-2011,joseph.williams15106@example.com,-5680647,924 Main St,,London,BE,68174,Vietnam,Wholesale,Silver,28-12-2022,English,CNY,LP6226,7000,TRUE,TRUE,TRUE,Active
15107,CUST015107,William,Rodriguez,William Rodriguez,Male,20-05-1982,william.rodriguez15107@example.com,-1026162,240 Main St,,Chicago,BE,44960,Germany,Corporate,Gold,11-05-2022,Hindi,INR,LP4221,4244,TRUE,TRUE,FALSE,Inactive
15108,CUST015108,William,Davis,William Davis,Male,18-11-1994,william.davis15108@example.com,-2081870,330 Main St,,Berlin,IL,14596,UK,Corporate,Gold,24-04-2024,Hindi,USD,LP1829,9632,TRUE,FALSE,FALSE,Active
15109,CUST015109,Jessica,Smith,Jessica Smith,Male,08-08-2012,jessica.smith15109@example.com,-2740074,929 Main St,,San Francisco,IL,68146,Germany,Corporate,Standard,19-11-2018,Hindi,USD,LP7264,2823,FALSE,FALSE,TRUE,Inactive
